Tue Jun  9 11:52:52 2020    profile.out

         524392 function calls (519748 primitive calls) in 77.295 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/fft/fftpack.py:32(<module>)
       54    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_internal.py:840(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/utils.py:1(<module>)
        1    0.001    0.001    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/ntpath.py:6(<module>)
        1    0.001    0.001    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/email/message.py:92(Message)
        1    0.000    0.000    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/interface.py:41(<module>)
      839    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/collections.py:349(<genexpr>)
        1    0.000    0.000    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/dis.py:1(<module>)
       53    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:892(__init__)
        2    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/decorator.py:240(decorator)
       13    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/utils.py:75(__call__)
        1    0.001    0.001    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/xml/__init__.py:17(<module>)
     1099    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1704(parse_args)
        1    0.000    0.000    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/unittest/main.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1711(parse_known_args)
        1    0.000    0.000    0.001    0.001 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-657>:1(_random_state)
       18    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:3162(_find_adapter)
      108    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ntpath.py:96(splitdrive)
        2    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:1431(get_metadata_lines)
        1    0.000    0.000    0.001    0.001 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-577>:1(_open_file)
        2    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:4681(originalTextFor)
      471    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/copy_reg.py:92(__newobj__)
        2    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:1416(get_metadata)
        1    0.000    0.000    0.001    0.001 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-275>:1(_not_implemented_for)
        2    0.000    0.000    0.001    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:350(__init__)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/linalg/algebraicconnectivity.py:92(_CholeskySolver)
      485    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/urlparse.py:332(<genexpr>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-139>:1(_not_implemented_for)
     1760    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:2094(__bool__)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-379>:1(_open_file)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-579>:1(_open_file)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-129>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-122>:1(_not_implemented_for)
      150    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/warnings.py:364(__enter__)
        5    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ssl.py:115(_import_symbols)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-103>:1(_random_state)
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:123(doc_note)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-663>:1(_open_file)
      485    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/urllib.py:1216(<genexpr>)
      262    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/sre_compile.py:546(isstring)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/linalg/dsolve/_add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/utils/heaps.py:3(<module>)
      218    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/stat.py:40(S_ISDIR)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-661>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-335>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-507>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-66>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-573>:1(_open_file)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-121>:1(_random_state)
        4    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/re.py:168(split)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-638>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-575>:1(_open_file)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-131>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-383>:1(_open_file)
       28    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3997(__init__)
        8    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:75(CFUNCTYPE)
       10    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_lib/decorator.py:53(__init__)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-39>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-70>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-571>:1(_open_file)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-531>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-569>:1(_open_file)
     1451    0.000    0.000    0.000    0.000 {_sre.getlower}
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-659>:1(_random_state)
     2495    0.000    0.000    0.000    0.000 {ord}
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-55>:1(_random_state)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:3000(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-623>:1(_open_file)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-613>:1(_open_file)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-567>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-61>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-460>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-137>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-74>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1746(_parse_known_args)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-119>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-298>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-37>:1(_random_state)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-141>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-84>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-637>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-15>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-405>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-521>:1(_nodes_or_number)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:1615(_get)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/fromnumeric.py:3(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-648>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-81>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-629>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-49>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-83>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-585>:1(_open_file)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-513>:1(_random_state)
        9    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/inspect.py:854(formatargspec)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-411>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-511>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-642>:1(_not_implemented_for)
       19    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_add_newdocs.py:6819(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-369>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-78>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-337>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-403>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-463>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-409>:1(_not_implemented_for)
       39    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/compat/_inspect.py:142(formatargspec)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-533>:1(_random_state)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-509>:1(_not_implemented_for)
