Tue Jun  9 11:52:52 2020    profile.out

         524392 function calls (519748 primitive calls) in 77.295 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-97>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/npyio.py:58(BagObj)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/polynomial/polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-44>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-601>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pathlib.py:504(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-56>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-636>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-630>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/exception.py:78(NetworkXNoCycle)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-668>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:938(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/threading.py:64(_note)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-279>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/_type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-608>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-344>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:809(_StoreAction)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-328>:1(<module>)
        3    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:865(__init__)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-389>:1(<module>)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/arrayprint.py:450(_recursive_guard)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/decimal.py:284(InvalidContext)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-503>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-383>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/backports_abc.py:90(<lambda>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/classes/reportviews.py:502(MultiDegreeView)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-593>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/subprocess.py:44(CalledProcessError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-210>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/decimal.py:272(Inexact)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-345>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-205>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:2981(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/threading.py:423(_Semaphore)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-58>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-111>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-649>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-274>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-60>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/linalg/_matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-158>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-294>:1(<module>)
        1    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-602>:1(<module>)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/multiprocessing/util.py:339(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-202>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ssl.py:200(CertificateError)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3962(Optional)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-658>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/classes/reportviews.py:536(DiMultiDegreeView)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1606(identity)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-454>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-390>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/urllib.py:1014(addinfourl)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:288(c_wchar_p)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-193>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-491>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-280>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pathlib.py:537(_PathParents)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:195(_Constants)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ast.py:254(NodeTransformer)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/urllib.py:984(addclosehook)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3888(OneOrMore)
        3    0.000    0.000    0.000    0.000 {abs}
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-192>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-155>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-176>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-565>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-83>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-446>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-538>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-227>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/sparse/base.py:22(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-72>:1(<module>)
        5    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/compat/_inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-388>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-639>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:964(_CountAction)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:1650(ZipManifests)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/classes/reportviews.py:863(InMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-364>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/linalg/linalg.py:52(LinAlgError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-656>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-174>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-398>:1(<module>)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/email/errors.py:13(MessageParseError)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-141>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-399>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-522>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:1109(ExtractionError)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/threading.py:1079(_MainThread)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-404>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/unittest/signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-310>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/arrayprint.py:975(FloatFormat)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3818(NotAny)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-433>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-315>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-618>:1(<module>)
        9    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/_globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-71>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-11>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-603>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-566>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-447>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pathlib.py:465(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/classes/coreviews.py:243(UnionMultiAdjacency)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-620>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-14>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/unittest/case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/email/errors.py:53(MalformedHeaderDefect)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/ma/core.py:92(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:1939(EggMetadata)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-378>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-102>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-153>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-196>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:709(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-480>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-622>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-380>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-552>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-260>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/sre_parse.py:219(seek)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-67>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3160(LineEnd)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:985(_HelpAction)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/arrayprint.py:1202(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/algorithms/isomorphism/vf2userfunc.py:192(MultiGraphMatcher)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-208>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-354>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-616>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-427>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-49>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-17>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-247>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-642>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/arrayprint.py:1158(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/inspect.py:857(<lambda>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2606(Word)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-524>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-394>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:844(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/_iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-75>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/packaging/requirements.py:75(Requirement)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-430>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/urlparse.py:121(SplitResult)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-322>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-439>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/_vendor/pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/scipy/_distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pkg_resources/__init__.py:1578(EggProvider)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-59>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/decimal.py:195(InvalidOperation)
        2    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/ctypes/__init__.py:430(__init__)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-230>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/core/arrayprint.py:1312(StructureFormat)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/networkx/exception.py:48(NetworkXPointlessConcept)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/multiprocessing/util.py:349(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/argparse.py:1004(_VersionAction)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/pathlib.py:336(_Accessor)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-348>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-587>:1(<module>)
        1    0.000    0.000    0.000    0.000 /software/anaconda2/envs/netbfe/lib/python2.7/site-packages/numpy/lib/utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-163>:1(<module>)
        1    0.000    0.000    0.000    0.000 </software/anaconda2/envs/netbfe/lib/python2.7/site-packages/decorator.pyc:decorator-gen-493>:1(<module>)
